cpj	id	original	pj	jutjat	prov	num_juzg	poblacion	superficie	densidad	municipios	aut	pro	perc.1yr	perc.5yr	perc.10yr	juzg.unico	v006	v007	v008	v016	v025	v028	v029	v066	v067	v068	v069	v070	v071	v072	v080	v081	v112	v113	v114	v115	v116	v117	v118	v119	v120	v121	v122	v123	v135	v136	v137	v138	v139	v140	v141	v142	v143	v144	v145	v146	v147	v148	v149	v150	v151	v152	v153	v154	v155	v156	v157	v158	v159	v160	v161	v162	v164	v165	v166	v167	v168	v169	v170	v171	v172	v173	v174	v175	v176	v177	v178	v179	v180	v181	v182	v183	v184	v185	v186	v187	v188	v191	v192	v193	v194	v195	v196	v197	v198	v199	v200	v201	v202	v203	v204	v214	v215	years.judge	X0.15	X16.64	X65.y.mas	perc.0.15	perc.16.64	perc.65.	reemplazo	dependencia
3504	II079	0	Santa María de Guía de Gran Canaria	Santa María de Guía 2	Las Palmas	4	61158	305.12	200.44	5	5	35	0.03	3.04	4.06	0	43	35	1	2	10	1	3	2	1	2	1	2	1	1	1	1	5	4	5	5	5	1	4	1	4	3	3	1	6	5	1	1	6	1	6	6	1	1	4	6	1	4	5	4	3	3	1	1	1	1	3	7	7	3	2	6	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	4	1970	2	2	0	6	4	10	3	13	4	1	7	9175	41834	10149	15	68.4	16.59	0.904	0.462
3507	II080	1	Arucas	Arucas 1	Las Palmas	2	64869	266.59	243.33	6	5	35	0.49	4.83	8.96	0	44	37	1	1	10	2	6	1	1	2	1	1	1	1	2	1	5	3	5	5	4	1	4	1	3	1	3	12	1	1	1	1	6	1	4	6	1	1	1	5	5	1	4	1	1	1	1	1	1	7	3	7	7	7	2	4	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	3	4	1972	1	2	0	18	5	12	12	13	6	1	5	9988	44986	9895	15.4	69.35	15.25	1.009	0.442
3506	II081	0	San Bartolomé de Tirajana	San Bartolomé de Tirajana 2	Las Palmas	9	78089	505.57	154.46	2	5	35	2.85	21.09	41.6	0	41	38	2	2	10	2	6	2	1	2	1	1	1	1	2	2	4	4	4	4	6	1	3	2	7	12	12	12	1	1	1	5	5	1	5	5	1	1	1	5	1	1	1	1	1	1	1	1	2	7	7	7	7	7	2	6	3	7	7	7	7	7	7	7	7	7	7	3	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1973	1	2	0	9	4	13	13	13	3	1	4	11246	56987	9856	14.4	72.98	12.62	1.141	0.37
3506	II082	1	San Bartolomé de Tirajana	San Bartolomé de Tirajana 8	Las Palmas	9	78089	505.57	154.46	2	5	35	2.85	21.09	41.6	0	58	40	1	2	10	2	6	2	1	2	1	1	2	1	1	1	5	4	5	5	4	1	2	1	5	2	2	2	1	1	1	5	5	5	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	7	4	7	3	7	2	6	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	4	1975	2	2	0	6	4	5	11	13	5	1	2	11246	56987	9856	14.4	72.98	12.62	1.141	0.37
1203	II083	1	Vinaròs	Vinaròs 1	Castelló	6	92295	2388.79	38.64	34	10	12	0.5	9.22	25.07	0	51	39	1	2	10	1	2	1	2	1	1	1	1	1	3	2	5	5	1	5	5	2	7	1	2	2	2	2	1	6	1	1	5	1	1	5	2	1	3	3	1	1	1	1	1	1	1	1	1	7	1	7	7	1	1	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	4	1	5	1973	2	1	0	18	5	6	6	1	2	1	3	14023	60539	17733	15.19	65.59	19.21	0.791	0.525
4609	II084	0	Carlet	Carlet 1	València	4	82309	161.83	508.61	7	10	46	0.12	3.72	12.56	0	51	36	1	1	10	1	1	1	2	1	1	1	1	1	5	1	5	5	5	5	5	1	5	1	5	1	3	3	2	4	5	6	6	1	5	6	1	1	4	6	1	5	6	4	6	6	6	1	1	7	5	7	7	5	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	3	2	5	1971	2	1	0	18	5	3	11	3	5	1	6	13045	55879	13385	15.85	67.89	16.26	0.975	0.473
1205	II085	1	Vila-real	Vila-Real 2	Castelló	6	86601	102.11	848.11	2	10	12	0.39	7.71	24.83	0	24	36	1	2	10	2	6	1	2	1	1	1	1	1	1	1	5	3	5	5	3	1	2	1	5	3	2	6	1	2	1	5	6	1	4	4	1	1	6	6	1	4	1	1	1	1	1	1	1	7	7	7	7	2	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1970	2	2	0	18	4	9	10	13	2	1	6	15582	58319	12700	17.99	67.34	14.66	1.227	0.485
1205	II086	1	Vila-real	Vila-Real 3	Castelló	6	86601	102.11	848.11	2	10	12	0.39	7.71	24.83	0	2	34	1	2	10	2	6	2	2	1	1	1	1	1	3	2	1	3	4	5	4	1	3	2	5	3	2	2	5	4	1	5	6	1	5	5	1	1	6	6	1	4	4	4	1	6	1	1	1	7	1	7	1	1	2	2	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	4	1	5	1969	1	2	0	3	4	1	3	1	4	1	8	15582	58319	12700	17.99	67.34	14.66	1.227	0.485
4609	II087	1	Carlet	Carlet 3	València	4	82309	161.83	508.61	7	10	46	0.12	3.72	12.56	0	41	39	1	2	10	2	6	1	1	2	1	1	1	1	3	1	5	3	5	3	6	1	5	1	5	3	3	3	6	1	1	1	6	1	6	4	1	1	1	4	1	1	3	1	1	1	1	1	1	7	1	7	7	1	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	5	2	5	1974	2	2	0	5	4	6	6	13	5	1	3	13045	55879	13385	15.85	67.89	16.26	0.975	0.473
4601	II088	1	Llíria	Llíria 3	València	6	166356	2524.09	65.91	41	10	46	2.22	13.81	38.92	0	44	33	1	1	10	2	6	1	2	1	1	1	1	1	3	1	5	3	5	4	4	1	4	1	1	1	7	11	1	5	1	1	4	1	3	6	1	1	3	5	1	4	6	4	1	1	1	1	1	7	7	7	7	1	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	5	2	4	1971	2	2	0	18	5	6	11	13	4	1	9	29109	113296	23951	17.5	68.1	14.4	1.215	0.468
4607	II089	1	Sagunto	Sagunt 3	València	5	90250	271.21	332.77	16	10	46	-0.05	7.73	21.71	0	51	36	1	2	10	1	1	1	1	2	1	1	1	1	1	1	5	5	5	5	4	1	5	1	2	11	10	2	1	5	1	5	5	5	5	6	4	1	5	4	1	5	4	1	1	1	1	1	1	7	7	7	7	1	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	4	1971	2	1	1	14	5	3	11	3	5	1	6	13423	60514	16313	14.87	67.05	18.08	0.823	0.491
4101	II090	1	Osuna	Osuna	Sevilla	2	39385	895.27	43.99	8	1	41	0.02	1.22	2.3	0	59	39	1	2	10	2	6	1	2	2	1	1	1	1	5	1	5	5	5	5	4	1	5	1	3	3	3	1	5	1	1	1	6	1	5	6	5	1	5	1	1	5	5	5	1	1	1	1	1	1	5	3	3	7	2	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	3	1974	1	1	1	2	4	2	3	3	5	1	3	7092	25589	6704	18.01	64.97	17.02	1.058	0.539
4109	II091	1	Utrera	Utrera	Sevilla	4	97554	928.11	105.11	4	1	41	0.77	6.7	12.46	0	59	39	1	2	10	2	6	1	1	2	1	1	1	1	4	1	4	4	5	4	4	1	3	2	7	1	1	1	1	1	1	1	5	1	5	5	1	1	4	1	1	5	1	1	1	1	1	1	1	7	3	7	3	7	2	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	5	1974	2	1	0	2	4	9	10	3	4	1	3	19120	66041	12393	19.6	67.7	12.7	1.543	0.477
4610	II092	1	Xàtiva	Xàtiva 2	València	4	91977	1131.98	81.25	26	10	46	0.25	5.28	11.14	0	51	36	2	1	10	1	2	1	1	2	1	1	1	1	1	1	5	3	5	4	4	1	2	2	7	3	3	1	1	1	1	4	4	1	4	5	5	1	1	1	1	5	1	1	1	1	1	1	1	3	3	1	2	3	2	3	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1972	2	1	2	18	4	13	13	13	3	1	6	13440	62276	16261	14.61	67.71	17.68	0.827	0.477
306	II093	1	Elda	Elda	Alacant	4	89336	149.99	595.61	2	10	3	-0.13	1.33	9.77	0	2	33	1	1	10	1	1	2	1	2	1	1	1	1	2	1	4	4	5	5	4	1	2	2	7	11	1	1	1	1	1	7	1	7	1	5	1	1	1	1	1	4	1	1	1	1	1	1	1	7	3	7	7	7	2	3	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	3	1967	2	1	1	18	4	2	11	2	6	1	9	14763	60449	14124	16.53	67.66	15.81	1.045	0.478
4603	II094	1	Ontinyent	Ontinyent 3	València	4	93035	722.22	128.82	34	10	46	-0.5	3.6	11.99	0	51	36	1	2	10	2	6	2	1	2	1	1	1	1	1	2	5	3	3	4	3	1	5	1	3	10	2	1	1	1	1	4	6	1	3	6	1	1	5	1	1	1	1	1	5	1	1	1	1	7	3	7	7	4	2	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	4	1971	2	2	0	18	5	9	11	3	3	1	6	14943	62564	15528	16.06	67.25	16.69	0.962	0.487
4605	II095	1	Sueca	Sueca 4	València	6	97920	373.97	261.84	14	10	46	-0.27	4.01	11.44	0	44	34	1	2	10	1	1	1	1	2	1	1	1	1	2	2	5	4	5	5	3	2	7	1	1	2	2	2	1	5	1	4	5	1	4	6	1	1	5	5	1	5	4	1	7	7	7	7	1	7	3	7	7	3	2	1	1	7	7	7	7	7	7	2	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	4	1966	1	2	0	18	5	12	10	13	3	1	8	14601	65371	17948	14.91	66.76	18.33	0.814	0.498
4605	II096	1	Sueca	Sueca 3	València	6	97920	373.97	261.84	14	10	46	-0.27	4.01	11.44	0	44	35	1	2	10	1	1	2	2	1	1	1	1	1	2	2	5	4	5	5	5	1	3	2	7	3	3	10	1	1	1	1	6	1	5	6	1	1	5	6	1	1	1	1	1	1	1	1	1	7	7	7	7	3	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	4	2	5	1969	1	1	1	18	5	2	11	12	2	1	7	14601	65371	17948	14.91	66.76	18.33	0.814	0.498
305	II097	1	Vila Joiosa	Vila Joiosa 2	Alacant	3	69319	444.22	156.05	14	10	3	-1.32	16.09	46.44	0	10	38	1	2	10	2	6	3	1	1	1	1	1	1	2	1	4	3	5	5	4	1	3	1	1	3	3	3	1	1	1	1	5	1	4	6	5	1	5	5	1	5	1	3	1	1	1	1	1	7	3	7	3	7	2	3	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	4	1974	1	2	0	3	3	10	11	13	4	1	4	10910	46709	11700	15.74	67.38	16.88	0.932	0.484
205	II098	1	Roda, La	La Roda	Albacete	1	32960	1210.83	27.22	8	8	2	-0.37	3.79	10.72	1	58	38	1	2	10	2	6	2	2	1	1	1	1	1	3	1	3	3	4	5	4	1	3	1	3	3	3	11	1	1	1	3	5	1	5	6	1	1	4	5	1	4	4	1	1	5	1	1	1	7	3	3	3	7	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	5	1974	1	1	0	6	2	10	11	1	5	0	4	5228	21337	6395	15.86	64.74	19.4	0.818	0.545
4506	II099	1	Torrijos	Torrijos	Toledo	4	87272	1918.34	45.49	42	8	45	1.3	17.7	38.06	0	20	30	2	1	10	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	12	15242	56862	15168	17.46	65.15	17.38	1.005	0.535
2103	II100	1	Palma del Condado, La	La Palma del Condado	Huelva	3	74461	1828.9	40.71	11	1	21	0.92	5.81	12.31	0	43	39	1	2	10	2	6	1	1	2	1	1	1	1	1	1	4	3	4	5	4	1	4	1	3	2	2	2	1	1	1	1	5	1	2	4	1	1	1	5	1	4	2	3	1	1	1	1	1	1	3	2	1	3	1	2	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	5	1974	1	2	0	14	5	10	10	13	5	1	3	12710	49943	11808	17.07	67.07	15.86	1.076	0.491
1102	II101	1	Arcos de la Frontera	Arcos de la Frontera 1	Cádiz	3	89988	1525.3	59	12	1	11	-0.05	1.85	4.81	0	60	39	1	2	10	2	6	1	2	2	1	1	1	1	1	1	3	3	4	4	3	1	3	1	2	12	10	1	1	1	1	1	4	1	3	6	1	1	4	5	1	4	5	5	1	1	1	1	1	7	5	7	7	4	2	2	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	4	1975	2	2	0	13	4	10	10	12	3	1	3	16368	60005	13615	18.19	66.68	15.13	1.202	0.5
4114	II102	1	Coria del Río	Coria del Río	Sevilla	3	60740	578.06	105.08	5	1	41	1.72	12.67	26.79	0	48	39	1	2	10	2	6	1	1	2	1	1	1	1	2	1	4	4	5	4	5	1	4	2	7	3	1	2	1	1	1	5	6	1	5	6	1	1	5	1	1	5	1	1	1	1	1	1	1	7	3	7	7	3	2	2	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1974	2	1	0	2	5	3	10	3	5	1	3	11737	42023	6980	19.32	69.19	11.49	1.682	0.445
1705	II103	1	Santa Coloma de Farners	Santa Coloma de Farners 4	Girona	4	86050	927.61	92.77	24	9	17	1.19	14.16	37	0	61	44	1	2	13	2	6	1	2	1	1	1	1	1	1	1	4	3	4	4	4	1	3	1	3	10	2	2	1	1	1	6	6	3	1	5	1	1	1	4	1	1	1	1	1	1	1	1	1	7	1	7	7	1	2	2	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	5	1980	2	1	0	10	5	10	11	5	4	1	4	15296	57174	13580	17.78	66.44	15.78	1.126	0.505
1705	II104	1	Santa Coloma de Farners	Santa Coloma de Farners 3	Girona	4	86050	927.61	92.77	24	9	17	1.19	14.16	37	0	62	42	1	2	12	2	6	2	2	1	1	1	1	1	1	1	5	3	5	4	4	2	7	1	2	7	10	10	1	1	1	6	6	3	6	4	1	1	5	6	1	4	1	2	1	1	1	1	1	7	1	7	7	1	2	2	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	4	1977	2	2	0	10	4	9	11	3	4	1	5	15296	57174	13580	17.78	66.44	15.78	1.126	0.505
805	II105	1	Vic	Vic 4	Barcelona	5	153401	1193.25	128.56	49	9	8	0.46	5.79	19.27	0	41	41	1	2	13	2	6	1	1	1	1	2	1	1	3	1	4	3	5	5	4	1	1	1	1	3	3	3	1	1	1	5	5	5	5	5	1	1	1	5	1	1	1	1	1	1	1	1	1	7	1	7	7	1	2	1	1	7	7	7	7	7	7	2	2	7	7	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	5	1975	1	2	0	9	3	10	6	3	2	1	7	27413	100491	25497	17.87	65.51	16.62	1.075	0.527
805	II106	1	Vic	Vic 1	Barcelona	5	153401	1193.25	128.56	49	9	8	0.46	5.79	19.27	0	54	44	1	2	13	1	7	1	1	2	1	1	1	1	5	1	4	3	5	5	4	1	2	1	4	3	7	10	1	4	1	1	5	4	4	5	1	1	5	5	1	3	1	1	1	1	1	1	1	7	1	7	7	1	2	1	1	7	7	3	3	7	7	2	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1979	2	1	0	3	5	1	3	11	5	1	4	27413	100491	25497	17.87	65.51	16.62	1.075	0.527
807	II107	1	Igualada	Igualada 5	Barcelona	5	110199	850.57	129.56	32	9	8	0.4	8.27	26.59	0	62	40	1	1	12	2	6	1	1	2	1	1	1	1	1	1	4	4	3	3	3	1	5	2	7	10	10	1	1	1	1	5	5	5	5	5	1	1	1	5	1	5	1	5	1	1	1	1	1	7	7	7	7	1	2	2	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	3	1975	2	1	0	10	5	9	6	3	4	1	7	20076	72547	17576	18.22	65.83	15.95	1.142	0.519
807	II108	1	Igualada	Igualada 1	Barcelona	5	110199	850.57	129.56	32	9	8	0.4	8.27	26.59	0	63	43	1	1	12	2	6	1	2	2	1	1	1	1	1	1	3	1	5	5	2	1	3	1	4	10	10	1	6	2	1	1	4	4	1	4	5	1	5	5	1	3	1	2	1	1	1	1	1	7	1	7	7	1	2	2	1	7	7	7	7	7	7	7	1	7	7	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2	5	1979	2	1	0	10	5	3	2	3	3	1	4	20076	72547	17576	18.22	65.83	15.95	1.142	0.519
809	II109	1	Vilafranca del Penedès	Vilafranca del Penedès 1	Barcelona	5	103447	545.85	189.52	26	9	8	1.07	9.05	32.2	0	6	35	2	1	NA	2	6	1	2	1	1	1	1	1	2	1	4	4	4	4	4	NA	NA	NA	NA	3	2	2	1	1	1	4	1	5	5	6	1	1	5	6	1	5	1	1	1	1	1	1	1	7	7	7	7	1	2	3	1	7	7	7	2	7	7	7	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	4	1970	2	2	0	10	5	10	11	13	3	1	NA	18998	68417	16032	18.36	66.14	15.5	1.185	0.512
1707	II110	1	Blanes	Blanes 4	Girona	6	86033	104.69	821.79	3	9	17	0.29	13.26	49.78	0	6	40	2	1	12	2	6	1	2	2	1	1	1	1	1	1	4	4	5	4	4	1	4	1	5	2	1	1	6	5	1	6	6	6	5	5	1	1	4	3	1	5	1	4	1	1	1	1	1	7	7	7	7	1	2	3	1	7	7	7	7	7	7	2	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1970	2	2	0	10	5	3	12	13	5	1	7	14012	60571	11450	16.29	70.4	13.31	1.224	0.42
2506	II111	1	Vielha e Mijaran	Vielha	Lleida	1	10192	632.93	16.1	9	9	25	-0.14	6.68	28.4	1	20	42	1	2	13	1	1	3	1	1	1	1	1	1	1	1	5	4	4	4	4	1	4	2	7	3	1	1	1	5	5	1	6	6	6	5	1	1	1	5	1	1	5	6	1	1	1	1	1	5	5	7	5	7	1	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	3	1976	1	2	0	14	5	3	3	13	5	0	6	1552	7472	1168	15.23	73.31	11.46	1.329	0.364
2502	II112	1	Balaguer	Balaguer 1	Lleida	3	65940	1948.13	33.85	41	9	25	-0.12	3.04	12.33	0	63	45	1	2	12	2	6	1	2	2	1	1	1	1	3	1	5	4	5	5	4	1	4	2	7	1	5	2	1	1	1	1	1	6	1	5	1	1	4	5	1	5	1	5	1	1	1	1	1	7	1	7	7	7	2	3	1	7	7	7	7	7	7	3	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	4	2	5	1980	2	1	0	10	5	5	5	3	5	1	2	9830	42279	13831	14.91	64.12	20.98	0.711	0.56
2507	II113	1	Solsona	Solsona	Lleida	1	21934	1651.72	13.28	26	9	25	0.12	4.51	13.59	1	51	40	1	1	12	2	6	2	1	2	1	1	1	1	1	1	4	4	5	4	5	1	1	2	7	3	10	3	1	1	1	5	6	6	6	6	1	1	5	6	1	5	6	5	1	1	1	5	1	5	5	5	2	5	1	2	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1973	1	1	1	18	2	10	3	3	5	0	7	3461	13986	4487	15.78	63.76	20.46	0.771	0.568
4303	II114	1	Amposta	Amposta 2	Tarragona	4	72261	737.13	98.03	12	9	43	-0.1	10.6	25.49	0	61	42	1	2	12	2	6	1	2	2	1	1	1	1	1	2	3	3	5	4	3	1	3	1	1	7	2	1	1	4	1	5	1	5	1	6	3	1	5	4	1	6	1	1	1	1	1	1	1	7	7	7	7	1	2	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1977	2	4	0	10	2	10	7	7	3	1	5	11370	47580	13311	15.73	65.84	18.42	0.854	0.519
4304	II115	1	Valls	Valls 1	Tarragona	3	66952	1102.46	60.73	43	9	43	-0.18	8.69	22.29	0	50	42	2	1	12	1	2	2	1	2	1	1	1	1	5	1	3	4	5	5	4	1	4	1	4	7	7	10	5	5	1	5	5	5	5	6	1	1	4	2	1	5	5	6	1	6	1	1	1	7	1	7	7	1	1	2	1	7	7	7	7	7	1	1	1	7	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	4	1969	1	1	0	10	4	10	9	12	1	1	5	11083	43881	11988	16.55	65.54	17.91	0.925	0.526
4308	II116	1	Falset	Falset	Tarragona	1	22645	1083.21	20.91	31	9	43	-0.46	1.81	6.57	1	64	42	1	1	12	2	6	1	1	2	11	1	1	1	3	1	4	4	5	5	4	1	5	1	4	10	7	6	1	1	1	1	6	4	6	6	2	1	4	5	1	6	4	6	1	1	1	1	1	5	6	7	6	5	2	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	5	1978	2	2	0	10	4	6	6	13	1	0	5	2898	14344	5403	12.8	63.34	23.86	0.536	0.579
1707	II117	1	Blanes	Blanes 1	Girona	6	86033	104.69	821.79	3	9	17	0.29	13.26	49.78	0	60	41	2	2	12	2	6	1	2	2	1	1	1	1	1	1	5	3	5	5	4	1	3	1	1	7	10	12	1	1	1	1	1	5	4	5	1	1	1	4	1	5	1	1	1	1	1	6	1	7	7	7	1	7	2	1	1	7	7	7	3	7	7	7	7	2	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	5	1976	2	2	0	13	4	6	6	13	4	1	6	14012	60571	11450	16.29	70.4	13.31	1.224	0.42
1709	II118	1	Puigcerdà	Puigcerdà	Girona	1	14941	250.62	59.62	11	9	17	1.3	7.09	28.85	1	35	40	1	2	12	2	6	1	1	2	1	1	1	1	1	1	5	4	5	4	5	1	2	1	2	3	2	1	1	1	1	6	6	6	1	6	1	1	4	5	1	6	5	1	1	1	1	1	1	1	1	7	7	1	1	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	4	1976	2	1	0	13	4	3	3	2	5	0	7	2402	10424	2115	16.08	69.77	14.16	1.136	0.433
